,Unnamed: 0,type,text
1846,1846,ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
1847,1847,ham,Yeah my usual guy's out of town but there're definitely people around I know
1848,1848,ham,Gettin rdy to ship comp
1849,1849,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
1850,1850,ham,\CHA QUITEAMUZING THATåÕSCOOL BABE
1851,1851,ham,Did u download the fring app?
1852,1852,ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
1853,1853,spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
1854,1854,ham,What you need. You have a person to give na.
1855,1855,ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.
1856,1856,ham,They will pick up and drop in car.so no problem..
1857,1857,ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.
1858,1858,ham,Yup i'm elaborating on the safety aspects and some other issues..
1859,1859,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
1860,1860,spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
1861,1861,spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
1862,1862,ham,Were gonna go get some tacos
1863,1863,ham,Oh yeah I forgot. U can only take 2 out shopping at once.
1864,1864,spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins
1865,1865,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
1866,1866,ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
1867,1867,ham,Ok lor.
1868,1868,ham,"Doing nothing, then u not having dinner w us?"
1869,1869,ham,My uncles in Atlanta. Wish you guys a great semester.
1870,1870,ham,Yup no more already... Thanx 4 printing n handing it up.
1871,1871,ham,Thanks honey. Have a great day.
1872,1872,ham,No chikku nt yet.. Ya i'm free
1873,1873,ham,"Me not waking up until 4 in the afternoon, sup"
1874,1874,spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
1875,1875,ham,Got meh... When?
1876,1876,ham,Must come later.. I normally bathe him in da afternoon mah..
1877,1877,ham,We're finally ready fyi
1878,1878,ham,I dont want to hear anything
1879,1879,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
1880,1880,ham,O. Guess they both got screwd
1881,1881,ham,S:-)kallis wont play in first two odi:-)
1882,1882,ham,How are you holding up?
1883,1883,ham,Okie
1884,1884,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
1885,1885,spam,Missed call alert. These numbers called but left no message. 07008009200
1886,1886,ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
1887,1887,ham,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out."
1888,1888,ham,Hey... Why dont we just go watch x men and have lunch... Haha 
1889,1889,ham,Okie...
1890,1890,spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
1891,1891,ham,Gud mrng dear hav a nice day
1892,1892,ham,I can't make it tonight
1893,1893,ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
1894,1894,ham,"Yep, by the pretty sculpture"
1895,1895,ham,Ugh just got outta class
1896,1896,ham,Yo sorry was in the shower sup
1897,1897,ham,I come n pick Ì_ up... Come out immediately aft ur lesson...
1898,1898,ham,Is ur paper today in e morn or aft?
1899,1899,ham,I cant pick the phone right now. Pls send a message
1900,1900,spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
1901,1901,ham,Have you finished work yet? :)
1902,1902,ham,When can Ì_ come out?
1903,1903,ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
1904,1904,ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
1905,1905,ham,Oh yeah! And my diet just flew out the window
1906,1906,ham,No i am not having not any movies in my laptop
1907,1907,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
1908,1908,ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
1909,1909,ham,"Yeah why not, is the gang all ready"
1910,1910,ham,Do you want bold 2 or bb torch
1911,1911,ham,I've told him that i've returned it. That should i re order it.
1912,1912,ham,Hi mom we might be back later than  &lt;#&gt; 
1913,1913,spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
1914,1914,ham,* Will be september by then!
1915,1915,ham,K.:)do it at evening da:)urgent:)
1916,1916,ham,R u sure they'll understand that! Wine * good idea just had a slurp!
1917,1917,ham,Its a great day. Do have yourself a beautiful one.
1918,1918,ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
1919,1919,ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
1920,1920,ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
1921,1921,ham,Yup
1922,1922,ham,Dude got a haircut. Now its breezy up there
1923,1923,ham,Dont show yourself. How far. Put new pictures up on facebook.
1924,1924,spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
1925,1925,ham,Are you planning to come chennai?
1926,1926,ham,The wine is flowing and i'm i have nevering..
1927,1927,ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
1928,1928,ham,Tell where you reached
1929,1929,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
1930,1930,ham,"Aight, I'll ask a few of my roommates"
1931,1931,ham,Hey are we going for the lo lesson or gym? 
1932,1932,ham,Yes :)it completely in out of form:)clark also utter waste.
1933,1933,ham,"Just checked out, heading out to drop off my stuff now"
1934,1934,ham,I cant pick the phone right now. Pls send a message
1935,1935,ham,Lol where do u come up with these ideas?
1936,1936,ham,Enjoy urself tmr...
1937,1937,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
1938,1938,ham,So how many days since then?
1939,1939,ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
1940,1940,ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
1941,1941,ham,Be happy there. I will come after noon
1942,1942,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
1943,1943,ham,"K, if u bored up just come to my home.."
1944,1944,ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
1945,1945,ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
1946,1946,ham,Right it wasnt you who phoned it was someone with a number like yours!
1947,1947,ham,Cold. Dont be sad dear
1948,1948,ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.
1949,1949,ham,Where at were hungry too
1950,1950,ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
1951,1951,ham,Lmao but its so fun...
1952,1952,ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
1953,1953,ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
1954,1954,ham,"Nope, I'm still in the market"
1955,1955,ham,I sent lanre fakeye's Eckankar details to the mail box
1956,1956,ham,I re-met alex nichols from middle school and it turns out he's dealing!
1957,1957,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
1958,1958,ham,ÌÏ takin linear algebra today?
1959,1959,spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA
1960,1960,ham,"ItÛ÷s å£6 to get in, is that ok?"
1961,1961,ham,You will be in the place of that man
1962,1962,ham,How much it will cost approx . Per month.
1963,1963,ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
1964,1964,ham,All sounds good. Fingers . Makes it difficult to type
1965,1965,ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
1966,1966,ham,Hey do you want anything to buy:)
1967,1967,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
1968,1968,ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
1969,1969,ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
1970,1970,ham,With my sis lor... We juz watched italian job.
1971,1971,spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
1972,1972,ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
1973,1973,spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more
1974,1974,ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
1975,1975,ham,Oh... Kay... On sat right?
1976,1976,ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
1977,1977,ham,Hey anyway i have to :-)
1978,1978,ham,Am only searching for good dual sim mobile pa.
1979,1979,spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
1980,1980,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
1981,1981,ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
1982,1982,ham,I have to take exam with march 3
1983,1983,ham,So how's the weather over there?
1984,1984,ham,Good Morning plz call me sir
1985,1985,ham,Hey check it da. I have listed da.
1986,1986,ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
1987,1987,ham,LOL what happens in Vegas stays in vegas
1988,1988,ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
1989,1989,ham,Where is it. Is there any opening for mca.
1990,1990,ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
1991,1991,ham,"I'll get there at 3, unless you guys want me to come some time sooner"
1992,1992,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
1993,1993,ham,Thanx a lot...
1994,1994,ham,S:-)if we have one good partnership going we will take lead:)
1995,1995,ham,Designation is software developer and may be she get chennai:)
1996,1996,ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
1997,1997,ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
1998,1998,ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
1999,1999,ham,Good morning princess! How are you?
2000,2000,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
2001,2001,ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
2002,2002,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
2003,2003,ham,Oh for fuck's sake she's in like tallahassee
2004,2004,spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
2005,2005,ham,It's ok i wun b angry. Msg u aft i come home tonight.
2006,2006,ham,Ok. Very good. Its all about making that money.
2007,2007,ham,Probably gonna swing by in a wee bit
2008,2008,spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
2009,2009,ham,Watching tv lor. Nice one then i like lor.
2010,2010,ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
2011,2011,ham,Ok.ok ok..then..whats ur todays plan
2012,2012,ham,U sure u can't take any sick time?
2013,2013,ham,Yeah we do totes. When u wanna?
2014,2014,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
2015,2015,ham,Am i that much bad to avoid like this?
2016,2016,ham,Aight sorry I take ten years to shower. What's the plan?
2017,2017,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
2018,2018,ham,Anytime...
2019,2019,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
2020,2020,ham,Sday only joined.so training we started today:)
2021,2021,ham,No management puzzeles.
2022,2022,ham,2 and half years i missed your friendship:-)
2023,2023,ham,How much did ur hdd casing cost.
2024,2024,ham,I'm not sure if its still available though
2025,2025,spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
2026,2026,ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
2027,2027,spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
2028,2028,ham,(You didn't hear it from me)
2029,2029,ham,Okay. I've seen it. So i should pick it on friday?
2030,2030,spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
2031,2031,ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..
2032,2032,ham,"Just making dinner, you ?"
2033,2033,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
2034,2034,ham,Are there TA jobs available? Let me know please cos i really need to start working
2035,2035,ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
2036,2036,ham,Okay same with me. Well thanks for the clarification
2037,2037,ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
2038,2038,ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
2039,2039,ham,I love you both too :-)
2040,2040,ham,"Sorry, was in the bathroom, sup"
2041,2041,ham,Yes! How is a pretty lady like you single?
2042,2042,spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
2043,2043,ham,If he started searching he will get job in few days.he have great potential and talent.
2044,2044,ham,Ladies first and genus second k .
2045,2045,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
2046,2046,ham,When are you going to ride your bike?
2047,2047,spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
2048,2048,ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
2049,2049,ham,Is that seriously how you spell his name?
2050,2050,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
2051,2051,ham,Oh. U must have taken your REAL Valentine out shopping first.
2052,2052,ham,Please tell me not all of my car keys are in your purse
2053,2053,ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
2054,2054,ham,U still havent got urself a jacket ah?
2055,2055,spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
2056,2056,ham,Then Ì_ come n pick me at 530 ar?
2057,2057,ham,I will be outside office take all from there
2058,2058,ham,yay! finally lol. i missed our cinema trip last week :-(
2059,2059,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
2060,2060,ham,Hmm ill have to think about it... ok you're forgiven! =D
2061,2061,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
2062,2062,ham,Oh baby of the house. How come you dont have any new pictures on facebook
2063,2063,ham,There bold 2  &lt;#&gt; . Is that yours
2064,2064,ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
2065,2065,ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\"""""
2066,2066,ham,Will it help if we propose going back again tomorrow
2067,2067,ham,* Thought I didn't see you.
2068,2068,ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
2069,2069,spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
2070,2070,ham,If I get there before you after your ten billion calls and texts so help me god
2071,2071,ham,Jason says it's cool if we pick some up from his place in like an hour
2072,2072,ham,Cancel cheyyamo?and get some money back?
2073,2073,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
2074,2074,ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
2075,2075,ham,Tired. I haven't slept well the past few nights.
2076,2076,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
2077,2077,ham,Huh y lei...
2078,2078,ham,You want to go? 
2079,2079,ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
2080,2080,ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But
2081,2081,ham,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it."
2082,2082,ham,He is world famamus....
2083,2083,ham,I was slept that time.you there?
2084,2084,ham,What about this one then.
2085,2085,ham,DO U WANT 2 MEET UP 2MORRO
2086,2086,ham,No..he joined today itself.
2087,2087,spam,08714712388 between 10am-7pm Cost 10p
2088,2088,ham,Ok i msg u b4 i leave my house.
2089,2089,ham,"I am in tirupur da, once you started from office call me."
2090,2090,ham,How come i din c Ì_... Yup i cut my hair...
2091,2091,ham,I dont thnk its a wrong calling between us
2092,2092,ham,"Yeah sure, give me a couple minutes to track down my wallet"
2093,2093,spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award
2094,2094,ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...
2095,2095,ham,Where r we meeting?
2096,2096,spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each"
2097,2097,ham,Tomarrow final hearing on my laptop case so i cant.
2098,2098,ham,Whos this am in class:-)
2099,2099,ham,I'm in office now da:)where are you?
2100,2100,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
2101,2101,ham,O shore are you takin the bus
2102,2102,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
2103,2103,ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time
2104,2104,ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
2105,2105,ham,So i could kiss and feel you next to me...
2106,2106,ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
2107,2107,ham,I'm at work. Please call
2108,2108,ham,"Sorry, I'll call later"
2109,2109,ham,Dear where you. Call me
2110,2110,ham,"Nothing really, just making sure everybody's up to speed"
2111,2111,ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
2112,2112,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
2113,2113,ham,Two fundamentals of cool life: \Walk
2114,2114,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
2115,2115,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
2116,2116,ham,"Sorry, I'll call later"
2117,2117,ham,Near kalainar tv office.thenampet
2118,2118,ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
2119,2119,ham,I know you are serving. I mean what are you doing now.
2120,2120,ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
2121,2121,ham,"Sorry, I'll call later"
2122,2122,ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
2123,2123,ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
2124,2124,ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
2125,2125,ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
2126,2126,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
2127,2127,ham,"If we hit it off, you can move in with me :)"
2128,2128,ham,If you're thinking of lifting me one then no.
2129,2129,ham,"G says you never answer your texts, confirm/deny"
2130,2130,ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James."
2131,2131,ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
2132,2132,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
2133,2133,ham,Mm have some kanji dont eat anything heavy ok
2134,2134,ham,"Pls send me a comprehensive mail about who i'm paying, when and how much."
2135,2135,ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
2136,2136,spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
2137,2137,ham,"Haven't seen my facebook, huh? Lol!"
2138,2138,ham,Why de. You looking good only:-)..
2139,2139,ham,I will reach ur home in  &lt;#&gt;  minutes
2140,2140,ham,Then u drive lor.
2141,2141,ham,"And very importantly, all we discuss is between u and i only."
2142,2142,ham,Ok lor then we go tog lor...
2143,2143,ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
2144,2144,spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
2145,2145,ham,But we havent got da topic yet rite?
2146,2146,ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
2147,2147,ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)"""
2148,2148,ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
2149,2149,spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386
2150,2150,ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
2151,2151,ham,Ok... I din get ur msg...
2152,2152,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
2153,2153,ham,Thats cool. I want to please you...
2154,2154,ham,Enjoy ur life. . Good night
2155,2155,ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
2156,2156,ham,"Jay told me already, will do"
2157,2157,ham,"Aight fuck it, I'll get it later"
2158,2158,ham,Thank you. I like you as well...
2159,2159,ham,Tell rob to mack his gf in the theater
2160,2160,spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
2161,2161,ham,"Oops I did have it,  &lt;#&gt; ?"
2162,2162,spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
2163,2163,ham,She doesnt need any test.
2164,2164,ham,Did u got that persons story
2165,2165,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
2166,2166,ham,Lil fever:) now fine:)
2167,2167,spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
2168,2168,ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
2169,2169,ham,Lol your always so convincing.
2170,2170,ham,Ok leave no need to ask
2171,2171,spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
2172,2172,ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
2173,2173,ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
2174,2174,ham,I'm done...
2175,2175,spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
2176,2176,ham,ÌÏ v ma fan...
2177,2177,ham,Gudnite....tc...practice going on
2178,2178,ham,Wat time Ì_ wan today?
2179,2179,ham,K.k.how is your business now?
2180,2180,ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
2181,2181,ham,Double eviction this week - Spiral and Michael and good riddance to them!
